id,frequency,Linux,Android,Friday,Sunday,Monday,Tuesday,Wednesday,America,British,Mongolia,East_malaysia,South_america,Italy,Germany
1,d74/y2020,55
2,d76/y2020,3
3,d78/y2020,2
4,d79/y2020,46
5,d80/y2020,4
6,d81/y2020,4
7,d86/y2020,20
8,d88/y2020,5
9,d108/y2020,37
10,d109/y2020,26
11,d110/y2020,14
12,d111/y2020,2
13,d112/y2020,3,2
14,d113/y2020,1
15,d114/y2020,8,4
16,d115/y2020,1
