id,frequency,Bintan,Singapore,Indonesia,Malaysia,Korea,India,China,America,British,Mongolia,East_malaysia,South_america,Italy,Germany
1,m03/y2020,8,1,3,4,4,3,5,7,5,5,2,1,4,7
