id,frequency,Saturday,Thursday,Sunday,Monday,Tuesday,Wednesday,China,America,British,Mongolia,East_malaysia,South_america,Italy,Germany
1,m03/y2020,13,27,2
2,m04/y2020,38,26,14,2,5,1,12
