id,frequency,index.php,index2.php,Friday,Sunday,Monday,Tuesday,Wednesday,America,British,Mongolia,East_malaysia,South_america,Italy,Germany
1,week11/y2020,57,1
2,week12/y2020,56
3,week13/y2020,25
4,week16/y2020,84
5,week17/y2020,14
