id,frequency,Friday,Singapore,Indonesia,Malaysia,Korea,India,China,America,British,Mongolia,East_malaysia,South_america,Italy,Germany
1,d74/y2020,6
2,d79/y2020,17
3,d80/y2020,2
4,d81/y2020,2
5,d86/y2020,10
6,d88/y2020,5
7,d108/y2020,37
8,d109/y2020,26
9,d110/y2020,14
10,d111/y2020,2
11,d112/y2020,5
12,d113/y2020,1
13,d114/y2020,12
14,d115/y2020,1
